"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"9","Setembro","Masculino","Preta","50-59","Sem instrucao","Sem informacao","104","44514.0"
"9","Setembro","Masculino","Preta","40-49","Superior incompleto","2 a 4 SM","12","8213.0"
"9","Setembro","Feminino","Branca","60+","Fundamental completo","2 a 4 SM","23","11370.0"
"9","Setembro","Feminino","Amarela","60+","Medio incompleto","Sem informacao","9","5393.0"
"9","Setembro","Feminino","Amarela","60+","Fundamental completo","Sem informacao","33","21019.0"
"9","Setembro","Masculino","Amarela","50-59","Pos-graduacao","Acima 4 SM","3","1802.0"
"9","Setembro","Feminino","Branca","18-29","Medio completo","2 a 4 SM","95","69867.0"
"11","Novembro","Masculino","Branca","40-49","Pos-graduacao","Acima 4 SM","424","321500.0"
"11","Novembro","Feminino","Branca","18-29","Medio completo","Sem informacao","2450","1662737.0"
"11","Novembro","Masculino","Parda","50-59","Medio completo","1 a 2 SM","698","363542.0"
"11","Novembro","Feminino","Branca","60+","Medio completo","1 a 2 SM","165","81720.0"
"11","Novembro","Feminino","Branca","60+","Sem instrucao","Sem informacao","1729","721157.0"
"11","Novembro","Masculino","Preta","60+","Sem instrucao","Sem informacao","503","196651.0"
"11","Novembro","Masculino","Parda","40-49","Superior incompleto","1 a 2 SM","111","58545.0"
"11","Novembro","Feminino","Branca","18-29","Fundamental incompleto","Sem informacao","384","201638.0"
"11","Novembro","Masculino","Parda","40-49","Medio incompleto","1 a 2 SM","297","154849.0"
"11","Novembro","Feminino","Parda","60+","Medio completo","Sem informacao","1754","761347.0"
"11","Novembro","Feminino","Branca","30-39","Superior incompleto","Acima 4 SM","32","24162.0"
"11","Novembro","Masculino","Parda","18-29","Medio completo","Sem informacao","2884","1663217.0"
"11","Novembro","Masculino","Branca","40-49","Fundamental incompleto","1 a 2 SM","902","470362.0"
"11","Novembro","Masculino","Parda","40-49","Medio completo","1 a 2 SM","1314","743988.0"
"11","Novembro","Feminino","Branca","50-59","Superior completo","Ate 1 SM","119","66738.0"
"11","Novembro","Feminino","Parda","0-17","Fundamental incompleto","Ate 1 SM","28","18205.0"
"11","Novembro","Feminino","Preta","18-29","Medio incompleto","Ate 1 SM","72","42634.0"
"11","Novembro","Masculino","Parda","50-59","Fundamental completo","2 a 4 SM","119","63510.0"
"11","Novembro","Masculino","Branca","60+","Fundamental incompleto","Ate 1 SM","623","236760.0"
"11","Novembro","Masculino","Branca","18-29","Medio completo","2 a 4 SM","339","244217.0"
"11","Novembro","Feminino","Branca","30-39","Fundamental completo","Ate 1 SM","124","68482.0"
"11","Novembro","Feminino","Branca","60+","Medio completo","2 a 4 SM","81","36416.0"
"11","Novembro","Feminino","Preta","60+","Superior completo","2 a 4 SM","10","3654.0"
"11","Novembro","Masculino","Branca","40-49","Sem instrucao","1 a 2 SM","22","16124.0"
"11","Novembro","Masculino","Preta","40-49","Superior completo","Ate 1 SM","20","10694.0"
"11","Novembro","Masculino","Parda","18-29","Fundamental incompleto","2 a 4 SM","32","21889.0"
"11","Novembro","Masculino","Preta","30-39","Superior completo","Acima 4 SM","58","46175.0"
"11","Novembro","Feminino","Indigena","18-29","Superior completo","Sem informacao","3","756.0"
"11","Novembro","Feminino","Indigena","40-49","Medio completo","Sem informacao","14","4025.0"
"11","Novembro","Feminino","Branca","50-59","Medio incompleto","2 a 4 SM","25","10501.0"
"11","Novembro","Masculino","Parda","50-59","Superior completo","Sem informacao","140","64016.0"
"9","Setembro","Feminino","Parda","30-39","Superior completo","2 a 4 SM","523","322991.0"
"9","Setembro","Feminino","Branca","18-29","Medio incompleto","Sem informacao","979","585680.0"
"9","Setembro","Feminino","Parda","60+","Superior completo","1 a 2 SM","49","16948.0"
"9","Setembro","Masculino","Branca","18-29","Medio completo","Ate 1 SM","927","558062.0"
"9","Setembro","Feminino","Branca","40-49","Fundamental completo","Sem informacao","497","272589.0"
"9","Setembro","Feminino","Preta","50-59","Fundamental completo","Sem informacao","166","87375.0"
"9","Setembro","Masculino","Parda","40-49","Medio incompleto","1 a 2 SM","293","156157.0"
"9","Setembro","Feminino","Branca","50-59","Medio incompleto","Ate 1 SM","85","39264.0"
"9","Setembro","Feminino","Branca","18-29","Superior incompleto","1 a 2 SM","599","416954.0"
"9","Setembro","Masculino","Preta","40-49","Fundamental incompleto","2 a 4 SM","62","32250.0"
"9","Setembro","Feminino","Preta","18-29","Fundamental incompleto","Sem informacao","162","87916.0"
"9","Setembro","Feminino","Parda","18-29","Medio completo","2 a 4 SM","75","54513.0"
"9","Setembro","Masculino","Preta","40-49","Fundamental completo","1 a 2 SM","82","49223.0"
"9","Setembro","Feminino","Parda","30-39","Medio incompleto","2 a 4 SM","23","13085.0"
"9","Setembro","Feminino","Preta","30-39","Medio completo","2 a 4 SM","44","34124.0"
"9","Setembro","Masculino","Parda","40-49","Medio incompleto","Sem informacao","210","107961.0"
"9","Setembro","Feminino","Branca","50-59","Superior incompleto","Acima 4 SM","31","20865.0"
"9","Setembro","Masculino","Amarela","40-49","Medio completo","1 a 2 SM","21","11474.0"
"9","Setembro","Masculino","Branca","60+","Superior incompleto","Acima 4 SM","53","33252.0"
"9","Setembro","Masculino","Preta","50-59","Medio completo","Ate 1 SM","62","31765.0"
"9","Setembro","Feminino","Preta","60+","Superior incompleto","Sem informacao","18","10148.0"
"9","Setembro","Feminino","Branca","60+","Fundamental completo","Ate 1 SM","94","44337.0"
"9","Setembro","Feminino","Amarela","60+","Fundamental completo","Ate 1 SM","2","2023.0"
"9","Setembro","Masculino","Parda","18-29","Fundamental incompleto","2 a 4 SM","38","30425.0"
"9","Setembro","Feminino","Preta","30-39","Medio incompleto","1 a 2 SM","34","21811.0"
"11","Novembro","Masculino","Preta","30-39","Medio incompleto","Sem informacao","64","30583.0"
"11","Novembro","Masculino","Parda","40-49","Pos-graduacao","Sem informacao","31","14231.0"
"11","Novembro","Feminino","Preta","40-49","Superior incompleto","1 a 2 SM","28","22314.0"
"11","Novembro","Masculino","Parda","50-59","Sem instrucao","Sem informacao","525","189283.0"
"11","Novembro","Masculino","Preta","30-39","Superior completo","1 a 2 SM","72","56677.0"
"11","Novembro","Feminino","Parda","40-49","Medio completo","Acima 4 SM","32","14832.0"
"11","Novembro","Feminino","Indigena","18-29","Superior completo","2 a 4 SM","4","5177.0"
"11","Novembro","Feminino","Indigena","50-59","Sem instrucao","Sem informacao","9","2111.0"
"11","Novembro","Masculino","Preta","50-59","Fundamental completo","Sem informacao","85","49492.0"
"11","Novembro","Masculino","Parda","30-39","Fundamental completo","Ate 1 SM","296","154186.0"
"11","Novembro","Masculino","Amarela","40-49","Fundamental completo","1 a 2 SM","4","1747.0"
"11","Novembro","Masculino","Preta","50-59","Pos-graduacao","Acima 4 SM","16","7041.0"
"11","Novembro","Masculino","Amarela","40-49","Pos-graduacao","2 a 4 SM","4","4429.0"
"11","Novembro","Masculino","Preta","40-49","Superior incompleto","Acima 4 SM","13","8344.0"
"11","Novembro","Masculino","Amarela","18-29","Medio incompleto","Sem informacao","19","10120.0"
"11","Novembro","Masculino","Parda","18-29","Superior incompleto","Acima 4 SM","21","11005.0"
"9","Setembro","Masculino","Parda","18-29","Pos-graduacao","1 a 2 SM","20","11230.0"
"11","Novembro","Masculino","Branca","60+","Pos-graduacao","2 a 4 SM","23","13648.0"
"11","Novembro","Masculino","Amarela","40-49","Pos-graduacao","Acima 4 SM","10","10226.0"
"11","Novembro","Feminino","Preta","40-49","Superior completo","2 a 4 SM","110","56687.0"
"11","Novembro","Feminino","Parda","60+","Superior completo","1 a 2 SM","56","22719.0"
"11","Novembro","Masculino","Preta","50-59","Sem instrucao","Sem informacao","109","44169.0"
"11","Novembro","Masculino","Amarela","50-59","Superior completo","Sem informacao","6","4443.0"
"11","Novembro","Masculino","Parda","18-29","Superior completo","Ate 1 SM","169","94431.0"
"9","Setembro","Feminino","Amarela","30-39","Fundamental completo","Acima 4 SM","1","131.0"
"9","Setembro","Masculino","Branca","18-29","Fundamental incompleto","2 a 4 SM","42","22508.0"
"9","Setembro","Feminino","Amarela","40-49","Superior completo","2 a 4 SM","6","3321.0"
"11","Novembro","Feminino","Parda","50-59","Pos-graduacao","Ate 1 SM","26","11910.0"
"11","Novembro","Feminino","Parda","18-29","Pos-graduacao","1 a 2 SM","46","32077.0"
"11","Novembro","Feminino","Parda","50-59","Superior incompleto","1 a 2 SM","42","21376.0"
"11","Novembro","Feminino","Parda","50-59","Superior incompleto","2 a 4 SM","17","12587.0"
"11","Novembro","Feminino","Parda","40-49","Sem instrucao","1 a 2 SM","11","6736.0"
"11","Novembro","Masculino","Branca","50-59","Pos-graduacao","1 a 2 SM","31","20455.0"
"11","Novembro","Masculino","Preta","50-59","Pos-graduacao","2 a 4 SM","7","2338.0"
"9","Setembro","Feminino","Parda","40-49","Pos-graduacao","Ate 1 SM","23","9270.0"
"9","Setembro","Feminino","Branca","0-17","Fundamental incompleto","Ate 1 SM","24","9733.0"
"10","Outubro","Masculino","Preta","40-49","Superior completo","Ate 1 SM","15","5770.0"
"10","Outubro","Feminino","Parda","60+","Medio incompleto","Sem informacao","418","190928.0"
"10","Outubro","Masculino","Branca","60+","Fundamental incompleto","Sem informacao","4562","1950783.0"
"10","Outubro","Feminino","Branca","50-59","Pos-graduacao","2 a 4 SM","193","97120.0"
"10","Outubro","Masculino","Branca","30-39","Superior completo","2 a 4 SM","703","529590.0"
"10","Outubro","Masculino","Parda","60+","Fundamental incompleto","1 a 2 SM","442","183065.0"
"10","Outubro","Masculino","Parda","18-29","Superior completo","Acima 4 SM","62","39501.0"
"10","Outubro","Masculino","Branca","60+","Superior completo","2 a 4 SM","179","105475.0"
"10","Outubro","Feminino","Branca","40-49","Pos-graduacao","1 a 2 SM","149","75956.0"
"10","Outubro","Masculino","Branca","18-29","Pos-graduacao","1 a 2 SM","32","23342.0"
"10","Outubro","Masculino","Preta","18-29","Medio completo","Sem informacao","450","309192.0"
"10","Outubro","Masculino","Branca","30-39","Superior incompleto","Sem informacao","147","99680.0"
"10","Outubro","Masculino","Branca","60+","Fundamental incompleto","Acima 4 SM","66","23808.0"
"10","Outubro","Feminino","Parda","50-59","Medio completo","2 a 4 SM","148","67283.0"
"10","Outubro","Feminino","Branca","50-59","Sem instrucao","Sem informacao","300","122752.0"
"10","Outubro","Masculino","Branca","50-59","Superior incompleto","1 a 2 SM","84","42971.0"
"10","Outubro","Masculino","Indigena","40-49","Fundamental completo","1 a 2 SM","4","2875.0"
"10","Outubro","Feminino","Preta","50-59","Medio completo","Sem informacao","294","164985.0"
"11","Novembro","Masculino","Parda","50-59","Superior incompleto","2 a 4 SM","41","25555.0"
"11","Novembro","Feminino","Parda","30-39","Superior incompleto","Acima 4 SM","18","13687.0"
"11","Novembro","Masculino","Branca","50-59","Sem instrucao","1 a 2 SM","38","15710.0"
"9","Setembro","Masculino","Preta","40-49","Fundamental completo","Ate 1 SM","47","27654.0"
"9","Setembro","Masculino","Branca","30-39","Superior incompleto","1 a 2 SM","262","180505.0"
"9","Setembro","Feminino","Branca","30-39","Medio completo","Sem informacao","1780","1113434.0"
"9","Setembro","Feminino","Branca","50-59","Fundamental completo","Sem informacao","840","393259.0"
"9","Setembro","Feminino","Parda","50-59","Superior completo","Sem informacao","398","165187.0"
"9","Setembro","Feminino","Parda","18-29","Superior completo","Sem informacao","568","336479.0"
"9","Setembro","Feminino",,"50-59","Fundamental incompleto","1 a 2 SM","1","703.0"
"9","Setembro","Masculino","Branca","30-39","Superior completo","Ate 1 SM","127","82335.0"
"9","Setembro","Feminino","Parda","40-49","Fundamental completo","Sem informacao","678","332970.0"
"9","Setembro","Feminino","Preta","30-39","Superior completo","Acima 4 SM","35","29483.0"
"9","Setembro","Feminino","Branca","50-59","Fundamental completo","1 a 2 SM","225","122060.0"
"9","Setembro","Masculino","Branca","18-29","Superior completo","2 a 4 SM","356","256167.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental completo","Sem informacao","66","37951.0"
"9","Setembro","Masculino","Preta","60+","Sem instrucao","Sem informacao","518","199300.0"
"9","Setembro","Masculino","Parda","40-49","Sem instrucao","Sem informacao","348","135970.0"
"9","Setembro","Masculino","Preta","60+","Superior incompleto","Ate 1 SM","3","4395.0"
"9","Setembro","Feminino","Parda","60+","Pos-graduacao","Acima 4 SM","22","6714.0"
"9","Setembro","Masculino","Preta","30-39","Pos-graduacao","1 a 2 SM","15","8189.0"
"9","Setembro","Feminino","Parda","30-39","Fundamental completo","2 a 4 SM","16","7315.0"
"9","Setembro","Masculino","Preta","18-29","Fundamental incompleto","Sem informacao","200","135701.0"
"9","Setembro","Masculino","Amarela","0-17","Fundamental incompleto","Sem informacao","137","88137.0"
"9","Setembro","Masculino","Parda","50-59","Fundamental completo","Acima 4 SM","30","15799.0"
"9","Setembro","Feminino","Indigena","30-39","Medio incompleto","Ate 1 SM","3","938.0"
"9","Setembro","Masculino","Branca","40-49","Pos-graduacao","Ate 1 SM","8","3376.0"
"9","Setembro","Masculino","Amarela","18-29","Medio incompleto","2 a 4 SM","3","1815.0"
"11","Novembro","Masculino","Branca","40-49","Medio incompleto","1 a 2 SM","216","148959.0"
"11","Novembro","Feminino","Parda","30-39","Medio completo","Ate 1 SM","1379","772749.0"
"11","Novembro","Feminino","Branca","18-29","Medio completo","Ate 1 SM","786","521968.0"
"11","Novembro","Feminino","Branca","60+","Superior completo","2 a 4 SM","164","90991.0"
"11","Novembro","Feminino","Branca","30-39","Superior completo","2 a 4 SM","936","618445.0"
"11","Novembro","Feminino","Parda","40-49","Medio completo","Ate 1 SM","1123","545777.0"
"11","Novembro","Feminino","Parda","40-49","Sem instrucao","Sem informacao","330","133958.0"
"11","Novembro","Feminino","Branca","18-29","Superior incompleto","1 a 2 SM","599","419251.0"
"11","Novembro","Masculino","Branca","40-49","Superior completo","Acima 4 SM","695","497471.0"
"11","Novembro","Masculino","Preta","30-39","Medio completo","2 a 4 SM","154","105723.0"
"11","Novembro","Feminino","Parda","50-59","Medio completo","Ate 1 SM","565","245343.0"
"11","Novembro","Masculino","Parda","30-39","Fundamental completo","Sem informacao","314","186088.0"
"11","Novembro","Feminino","Parda","30-39","Superior completo","Acima 4 SM","219","128130.0"
"11","Novembro","Masculino","Branca","40-49","Medio incompleto","Sem informacao","107","71881.0"
"11","Novembro","Masculino","Preta","18-29","Superior incompleto","Sem informacao","198","131769.0"
"11","Novembro","Feminino","Branca","30-39","Superior completo","Acima 4 SM","519","366528.0"
"11","Novembro","Feminino","Branca","0-17","Medio completo","Sem informacao","93","50763.0"
"11","Novembro","Feminino","Parda","0-17","Fundamental completo","Sem informacao","396","214465.0"
"11","Novembro","Masculino","Branca","30-39","Fundamental incompleto","Sem informacao","389","206454.0"
"11","Novembro","Masculino","Preta","18-29","Medio completo","1 a 2 SM","350","265266.0"
"11","Novembro","Feminino","Parda","60+","Fundamental incompleto","1 a 2 SM","94","44752.0"
"11","Novembro","Masculino","Parda","30-39","Superior incompleto","Ate 1 SM","123","64964.0"
"11","Novembro","Feminino","Parda","40-49","Pos-graduacao","Sem informacao","88","47898.0"
"11","Novembro","Feminino","Parda","60+","Pos-graduacao","2 a 4 SM","25","8315.0"
"11","Novembro","Masculino","Parda","40-49","Superior incompleto","2 a 4 SM","127","63722.0"
"11","Novembro","Masculino","Amarela","50-59","Pos-graduacao","Acima 4 SM","4","1983.0"
"11","Novembro","Feminino","Parda","30-39","Pos-graduacao","1 a 2 SM","104","52536.0"
"11","Novembro","Masculino","Amarela","40-49","Medio incompleto","1 a 2 SM","6","1578.0"
"11","Novembro","Masculino","Parda","18-29","Medio completo","2 a 4 SM","247","171774.0"
"11","Novembro","Masculino","Preta","60+","Pos-graduacao","Acima 4 SM","8","2554.0"
"11","Novembro","Masculino","Branca","50-59","Superior incompleto","Acima 4 SM","90","64990.0"
"11","Novembro","Masculino","Parda","50-59","Sem instrucao","2 a 4 SM","16","6001.0"
"11","Novembro","Feminino","Preta","60+","Medio incompleto","1 a 2 SM","4","1156.0"
"11","Novembro","Masculino","Indigena","60+","Sem instrucao","1 a 2 SM","1","259.0"
"11","Novembro","Feminino","Preta","40-49","Pos-graduacao","Acima 4 SM","35","20908.0"
"11","Novembro","Feminino","Amarela","40-49","Medio completo","Ate 1 SM","10","3066.0"
"11","Novembro","Masculino","Indigena","60+","Medio completo","Sem informacao","7","3096.0"
"11","Novembro","Feminino","Branca","18-29","Medio completo","Acima 4 SM","13","11385.0"
"11","Novembro","Masculino","Preta","18-29","Superior completo","Ate 1 SM","20","16000.0"
"11","Novembro","Masculino","Parda","18-29","Pos-graduacao","Ate 1 SM","6","6453.0"
"9","Setembro","Feminino","Branca","50-59","Fundamental incompleto","Sem informacao","2542","1040724.0"
"9","Setembro","Feminino","Branca","30-39","Medio completo","2 a 4 SM","243","177742.0"
"9","Setembro","Feminino","Parda","18-29","Medio completo","Ate 1 SM","1462","876708.0"
"9","Setembro","Feminino","Branca","18-29","Medio completo","Ate 1 SM","797","510464.0"
"9","Setembro","Feminino","Branca","18-29","Superior incompleto","Ate 1 SM","543","338993.0"
"9","Setembro","Feminino","Parda","40-49","Superior completo","Acima 4 SM","175","76933.0"
"9","Setembro","Masculino","Branca","40-49","Medio completo","2 a 4 SM","822","520426.0"
"9","Setembro","Masculino","Branca","50-59","Fundamental incompleto","Ate 1 SM","792","312025.0"
"9","Setembro","Feminino","Parda","60+","Superior completo","2 a 4 SM","62","31685.0"
"9","Setembro","Masculino","Parda","30-39","Superior incompleto","Ate 1 SM","102","54937.0"
"9","Setembro","Feminino","Parda","30-39","Superior incompleto","1 a 2 SM","263","168604.0"
"9","Setembro","Feminino","Parda","60+","Fundamental incompleto","Ate 1 SM","284","118393.0"
"9","Setembro","Feminino","Branca","30-39","Fundamental completo","Ate 1 SM","123","60259.0"
"9","Setembro","Masculino","Parda","18-29","Superior completo","Ate 1 SM","175","101314.0"
"9","Setembro","Feminino","Branca","30-39","Pos-graduacao","Ate 1 SM","53","28126.0"
"9","Setembro","Feminino","Parda","30-39","Superior incompleto","Sem informacao","357","180661.0"
"9","Setembro","Masculino","Branca","60+","Superior completo","Ate 1 SM","39","19997.0"
"9","Setembro","Feminino","Parda","40-49","Fundamental completo","1 a 2 SM","179","109973.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental incompleto","Ate 1 SM","188","88748.0"
"9","Setembro","Masculino","Preta","30-39","Medio completo","Sem informacao","214","141168.0"
"9","Setembro","Masculino","Branca","30-39","Pos-graduacao","Sem informacao","55","33359.0"
"9","Setembro","Feminino","Amarela","50-59","Medio completo","Sem informacao","16","11552.0"
"9","Setembro","Masculino","Parda","40-49","Pos-graduacao","1 a 2 SM","44","25894.0"
"9","Setembro","Feminino","Preta","18-29","Pos-graduacao","Sem informacao","12","6799.0"
"9","Setembro","Masculino","Parda","30-39","Medio incompleto","Sem informacao","380","199061.0"
"9","Setembro","Feminino","Parda","18-29","Fundamental incompleto","Ate 1 SM","163","82381.0"
"9","Setembro","Feminino","Parda","60+","Fundamental completo","1 a 2 SM","47","25890.0"
"9","Setembro","Feminino","Parda","0-17","Fundamental incompleto","Ate 1 SM","31","16291.0"
"9","Setembro","Masculino","Parda","60+","Pos-graduacao","2 a 4 SM","15","5375.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental completo","1 a 2 SM","31","22734.0"
"9","Setembro","Feminino","Amarela","0-17","Medio incompleto","Sem informacao","31","14900.0"
"10","Outubro","Feminino","Parda","30-39","Medio completo","Sem informacao","3046","1657068.0"
"10","Outubro","Masculino","Parda","30-39","Sem instrucao","Sem informacao","186","91904.0"
"10","Outubro","Masculino","Branca","60+","Fundamental incompleto","1 a 2 SM","498","216338.0"
"10","Outubro","Masculino","Parda","40-49","Pos-graduacao","2 a 4 SM","81","39919.0"
"10","Outubro","Feminino","Branca","50-59","Medio incompleto","1 a 2 SM","100","57453.0"
"10","Outubro","Masculino","Parda","30-39","Fundamental incompleto","1 a 2 SM","704","428734.0"
"10","Outubro","Masculino","Branca","60+","Fundamental completo","Ate 1 SM","113","46946.0"
"10","Outubro","Masculino","Preta","40-49","Fundamental incompleto","1 a 2 SM","234","141408.0"
"10","Outubro","Feminino","Branca","18-29","Medio completo","Ate 1 SM","790","539887.0"
"10","Outubro","Feminino","Indigena","30-39","Medio completo","Ate 1 SM","12","3689.0"
"10","Outubro","Masculino","Amarela","60+","Medio completo","Sem informacao","32","20951.0"
"10","Outubro","Masculino","Branca","40-49","Superior incompleto","2 a 4 SM","171","110290.0"
"10","Outubro","Masculino","Parda","60+","Medio completo","2 a 4 SM","104","53965.0"
"10","Outubro","Masculino","Preta","18-29","Superior completo","Ate 1 SM","22","15237.0"
"10","Outubro","Feminino","Branca","50-59","Pos-graduacao","Sem informacao","226","97977.0"
"10","Outubro","Masculino","Preta","60+","Superior completo","Acima 4 SM","14","6637.0"
"10","Outubro","Masculino","Parda","60+","Superior completo","1 a 2 SM","41","18934.0"
"10","Outubro","Feminino","Indigena","60+","Medio completo","Sem informacao","18","4897.0"
"10","Outubro","Masculino","Preta","40-49","Medio completo","Sem informacao","145","82206.0"
"10","Outubro","Masculino","Branca","18-29","Medio incompleto","2 a 4 SM","57","40667.0"
"10","Outubro","Feminino","Preta","30-39","Medio completo","2 a 4 SM","43","32155.0"
"10","Outubro","Masculino","Parda","60+","Medio incompleto","1 a 2 SM","54","27746.0"
"10","Outubro","Masculino","Parda","18-29","Medio incompleto","2 a 4 SM","76","47012.0"
"11","Novembro","Masculino","Amarela","30-39","Fundamental completo","1 a 2 SM","5","5555.0"
"11","Novembro","Feminino","Preta","30-39","Medio completo","Acima 4 SM","6","3930.0"
"11","Novembro","Masculino","Amarela","50-59","Sem instrucao","1 a 2 SM","1","127.0"
"10","Outubro","Masculino","Branca","18-29","Superior completo","Sem informacao","307","206624.0"
"10","Outubro","Masculino","Branca","50-59","Fundamental completo","Ate 1 SM","153","65640.0"
"10","Outubro","Feminino","Parda","18-29","Superior incompleto","Ate 1 SM","623","378394.0"
"9","Setembro","Feminino","Parda","50-59","Medio completo","Sem informacao","1514","689491.0"
"9","Setembro","Feminino","Branca","60+","Medio completo","Sem informacao","2908","1449685.0"
"9","Setembro","Feminino","Parda","18-29","Superior incompleto","1 a 2 SM","429","279084.0"
"9","Setembro","Feminino","Amarela","0-17","Sem instrucao","Sem informacao","53","41335.0"
"9","Setembro","Masculino","Preta","50-59","Medio completo","2 a 4 SM","92","59791.0"
"9","Setembro","Masculino","Preta","18-29","Medio completo","Sem informacao","477","321989.0"
"9","Setembro","Feminino","Branca","40-49","Superior incompleto","1 a 2 SM","154","95591.0"
"9","Setembro","Masculino","Preta","40-49","Medio completo","1 a 2 SM","318","211736.0"
"9","Setembro","Feminino","Branca","50-59","Sem instrucao","Ate 1 SM","28","11765.0"
"9","Setembro","Masculino","Parda","40-49","Fundamental incompleto","2 a 4 SM","299","168107.0"
"9","Setembro","Feminino","Parda","50-59","Fundamental incompleto","2 a 4 SM","35","15349.0"
"9","Setembro","Masculino","Parda","40-49","Fundamental completo","2 a 4 SM","148","92915.0"
"9","Setembro","Feminino","Parda","30-39","Sem instrucao","1 a 2 SM","7","4341.0"
"9","Setembro","Masculino","Branca","18-29","Sem instrucao","Sem informacao","70","46847.0"
"9","Setembro","Feminino","Parda","18-29","Pos-graduacao","1 a 2 SM","44","29450.0"
"9","Setembro","Masculino","Parda","40-49","Sem instrucao","2 a 4 SM","10","5247.0"
"9","Setembro","Masculino","Preta","60+","Medio completo","Sem informacao","236","132603.0"
"9","Setembro","Feminino","Parda","60+","Superior incompleto","Sem informacao","97","42793.0"
"9","Setembro","Feminino","Preta","40-49","Superior completo","Ate 1 SM","50","27819.0"
"9","Setembro","Masculino","Preta","40-49","Fundamental incompleto","1 a 2 SM","251","154782.0"
"9","Setembro","Feminino","Parda","60+","Superior incompleto","1 a 2 SM","7","4214.0"
"9","Setembro","Feminino","Preta","18-29","Superior completo","2 a 4 SM","31","22652.0"
"9","Setembro","Feminino","Parda","30-39","Fundamental incompleto","2 a 4 SM","5","3308.0"
"9","Setembro","Feminino","Amarela","40-49","Superior completo","1 a 2 SM","12","7156.0"
"11","Novembro","Masculino","Parda","18-29","Pos-graduacao","2 a 4 SM","28","15046.0"
"11","Novembro","Masculino","Preta","40-49","Fundamental completo","1 a 2 SM","84","57725.0"
"11","Novembro","Feminino","Parda","60+","Superior incompleto","2 a 4 SM","7","4058.0"
"9","Setembro","Masculino","Parda","60+","Superior completo","2 a 4 SM","64","28677.0"
"9","Setembro","Masculino","Parda","30-39","Medio completo","Sem informacao","1144","645931.0"
"9","Setembro","Feminino","Branca","40-49","Medio completo","Sem informacao","1564","888378.0"
"9","Setembro","Masculino","Parda","18-29","Medio incompleto","1 a 2 SM","569","378212.0"
"9","Setembro","Feminino","Parda","18-29","Superior completo","2 a 4 SM","191","130573.0"
"9","Setembro","Feminino","Preta","30-39","Superior completo","Ate 1 SM","66","39540.0"
"9","Setembro","Masculino","Parda","30-39","Fundamental completo","Sem informacao","299","179416.0"
"9","Setembro","Masculino","Preta","30-39","Superior incompleto","1 a 2 SM","58","38613.0"
"9","Setembro","Masculino","Branca","30-39","Superior completo","1 a 2 SM","451","340319.0"
"9","Setembro","Feminino","Parda","30-39","Pos-graduacao","Ate 1 SM","52","24599.0"
"9","Setembro","Masculino","Parda","50-59","Superior incompleto","1 a 2 SM","45","21653.0"
"9","Setembro","Masculino","Branca","60+","Pos-graduacao","Sem informacao","222","115505.0"
"9","Setembro","Masculino","Preta","18-29","Superior incompleto","Ate 1 SM","70","49040.0"
"9","Setembro","Feminino","Parda","50-59","Medio completo","Acima 4 SM","41","18103.0"
"9","Setembro","Feminino","Branca","18-29","Superior completo","Acima 4 SM","138","109821.0"
"9","Setembro","Masculino","Branca","60+","Medio completo","Acima 4 SM","128","61904.0"
"9","Setembro","Feminino","Branca","30-39","Pos-graduacao","Acima 4 SM","408","321216.0"
"9","Setembro","Feminino","Branca","60+","Pos-graduacao","2 a 4 SM","58","25571.0"
"9","Setembro","Feminino","Parda","50-59","Superior incompleto","2 a 4 SM","21","14312.0"
"9","Setembro","Masculino","Indigena","30-39","Medio incompleto","Ate 1 SM","3","2181.0"
"9","Setembro","Masculino","Branca","30-39","Pos-graduacao","2 a 4 SM","151","105642.0"
"9","Setembro","Masculino","Branca","40-49","Superior incompleto","Acima 4 SM","114","81543.0"
"9","Setembro","Feminino","Parda","30-39","Pos-graduacao","1 a 2 SM","99","48302.0"
"9","Setembro","Masculino","Parda","18-29","Fundamental completo","2 a 4 SM","29","23778.0"
"9","Setembro","Feminino",,"60+","Medio completo","Ate 1 SM","1","592.0"
"9","Setembro","Feminino","Branca","18-29","Pos-graduacao","Sem informacao","70","45367.0"
"9","Setembro","Masculino","Branca","50-59","Superior completo","1 a 2 SM","155","90706.0"
"11","Novembro","Feminino","Parda","30-39","Pos-graduacao","Sem informacao","86","64776.0"
"11","Novembro","Feminino","Preta","18-29","Medio completo","2 a 4 SM","14","11909.0"
"11","Novembro","Masculino","Amarela","18-29","Medio completo","Ate 1 SM","10","6051.0"
"11","Novembro","Masculino","Branca","0-17","Fundamental completo","Ate 1 SM","11","8225.0"
"11","Novembro","Feminino","Indigena","50-59","Fundamental incompleto","1 a 2 SM","2","1727.0"
"9","Setembro","Feminino","Preta","60+","Pos-graduacao","Sem informacao","24","10539.0"
"9","Setembro","Feminino","Parda","40-49","Fundamental completo","Ate 1 SM","293","141664.0"
"9","Setembro","Masculino","Preta","50-59","Fundamental completo","Ate 1 SM","45","18896.0"
"9","Setembro","Masculino","Parda","30-39","Medio incompleto","Ate 1 SM","429","214079.0"
"9","Setembro","Feminino","Parda","30-39","Fundamental incompleto","1 a 2 SM","157","105788.0"
